6,-10
21,-31
0,0
-4,5
-2,3
-34,52
3,-4
1,-2
0,0
-1,3
2,-2
14,-13
11,-10
-157,144
-10,9
-23,21
2,-2
-185,166
-21,18
-100,90
-44,39
264,-200
22,-25
47,-58
9,-14
78,-123
-10,10
-36,19
-19,10
558,-588
-10,19
-17,33
-6,7
38,-23
2,-1
-3,-1
-5,1
196,-196
-2,5
0,2
1,-1
22,-37
-7,6
-32,17
-18,10
560,-531
-10,19
-17,33
-9,9
114,-73
12,-8
54,-43
23,-20
181,-239
-35,39
-81,90
-17,19
-147,164
2,-2
-19,21
-8,8
-124,135
8,-10
11,-12
1,-1
-3,1
0,0
1,-1
3,-2
-43,28
-2,2
-4,3
0,0
24,-16
7,-5
